tiempo_key,fecha,anio,mes,trimestre,semana_iso,dia_semana,es_fin_semana
100,2022-10-18,2022,10,4,42,2,0
101,2022-10-19,2022,10,4,42,3,0
102,2022-10-20,2022,10,4,42,4,0
103,2022-10-21,2022,10,4,42,5,0
104,2022-10-22,2022,10,4,42,6,1
105,2022-10-23,2022,10,4,42,7,1
106,2022-10-24,2022,10,4,43,1,0
107,2022-10-25,2022,10,4,43,2,0
108,2022-10-26,2022,10,4,43,3,0
109,2022-10-27,2022,10,4,43,4,0
110,2022-10-28,2022,10,4,43,5,0
111,2022-10-29,2022,10,4,43,6,1
112,2022-10-30,2022,10,4,43,7,1
113,2022-10-31,2022,10,4,44,1,0
114,2022-11-01,2022,11,4,44,2,0
115,2022-11-02,2022,11,4,44,3,0
116,2022-11-03,2022,11,4,44,4,0
117,2022-11-04,2022,11,4,44,5,0
118,2022-11-05,2022,11,4,44,6,1
119,2022-11-06,2022,11,4,44,7,1
120,2022-11-07,2022,11,4,45,1,0
121,2022-11-08,2022,11,4,45,2,0
122,2022-11-09,2022,11,4,45,3,0
123,2022-11-10,2022,11,4,45,4,0
124,2022-11-11,2022,11,4,45,5,0
125,2022-11-12,2022,11,4,45,6,1
126,2022-11-13,2022,11,4,45,7,1
127,2022-11-14,2022,11,4,46,1,0
128,2022-11-15,2022,11,4,46,2,0
129,2022-11-16,2022,11,4,46,3,0
130,2022-11-17,2022,11,4,46,4,0
131,2022-11-18,2022,11,4,46,5,0
132,2022-11-19,2022,11,4,46,6,1
133,2022-11-20,2022,11,4,46,7,1
134,2022-11-21,2022,11,4,47,1,0
135,2022-11-22,2022,11,4,47,2,0
136,2022-11-23,2022,11,4,47,3,0
137,2022-11-24,2022,11,4,47,4,0
138,2022-11-25,2022,11,4,47,5,0
139,2022-11-26,2022,11,4,47,6,1
140,2022-11-27,2022,11,4,47,7,1
141,2022-11-28,2022,11,4,48,1,0
142,2022-11-29,2022,11,4,48,2,0
143,2022-11-30,2022,11,4,48,3,0
144,2022-12-01,2022,12,4,48,4,0
145,2022-12-02,2022,12,4,48,5,0
146,2022-12-03,2022,12,4,48,6,1
147,2022-12-04,2022,12,4,48,7,1
148,2022-12-05,2022,12,4,49,1,0
149,2022-12-06,2022,12,4,49,2,0
150,2022-12-07,2022,12,4,49,3,0
151,2022-12-08,2022,12,4,49,4,0
152,2022-12-09,2022,12,4,49,5,0
153,2022-12-10,2022,12,4,49,6,1
154,2022-12-11,2022,12,4,49,7,1
155,2022-12-12,2022,12,4,50,1,0
156,2022-12-13,2022,12,4,50,2,0
157,2022-12-14,2022,12,4,50,3,0
158,2022-12-15,2022,12,4,50,4,0
159,2022-12-16,2022,12,4,50,5,0
160,2022-12-17,2022,12,4,50,6,1
161,2022-12-18,2022,12,4,50,7,1
162,2022-12-19,2022,12,4,51,1,0
163,2022-12-20,2022,12,4,51,2,0
164,2022-12-21,2022,12,4,51,3,0
165,2022-12-22,2022,12,4,51,4,0
166,2022-12-23,2022,12,4,51,5,0
167,2022-12-24,2022,12,4,51,6,1
168,2022-12-25,2022,12,4,51,7,1
169,2022-12-26,2022,12,4,52,1,0
170,2022-12-27,2022,12,4,52,2,0
171,2022-12-28,2022,12,4,52,3,0
172,2022-12-29,2022,12,4,52,4,0
173,2022-12-30,2022,12,4,52,5,0
174,2022-12-31,2022,12,4,52,6,1
175,2023-01-01,2023,1,1,52,7,1
176,2023-01-02,2023,1,1,1,1,0
177,2023-01-03,2023,1,1,1,2,0
178,2023-01-04,2023,1,1,1,3,0
179,2023-01-05,2023,1,1,1,4,0
180,2023-01-06,2023,1,1,1,5,0
181,2023-01-07,2023,1,1,1,6,1
182,2023-01-08,2023,1,1,1,7,1
183,2023-01-09,2023,1,1,2,1,0
184,2023-01-10,2023,1,1,2,2,0
185,2023-01-11,2023,1,1,2,3,0
186,2023-01-12,2023,1,1,2,4,0
187,2023-01-13,2023,1,1,2,5,0
188,2023-01-14,2023,1,1,2,6,1
189,2023-01-15,2023,1,1,2,7,1
190,2023-01-16,2023,1,1,3,1,0
191,2023-01-17,2023,1,1,3,2,0
192,2023-01-18,2023,1,1,3,3,0
193,2023-01-19,2023,1,1,3,4,0
194,2023-01-20,2023,1,1,3,5,0
195,2023-01-21,2023,1,1,3,6,1
196,2023-01-22,2023,1,1,3,7,1
197,2023-01-23,2023,1,1,4,1,0
198,2023-01-24,2023,1,1,4,2,0
199,2023-01-25,2023,1,1,4,3,0
200,2023-01-26,2023,1,1,4,4,0
201,2023-01-27,2023,1,1,4,5,0
202,2023-01-28,2023,1,1,4,6,1
203,2023-01-29,2023,1,1,4,7,1
204,2023-01-30,2023,1,1,5,1,0
205,2023-01-31,2023,1,1,5,2,0
206,2023-02-01,2023,2,1,5,3,0
207,2023-02-02,2023,2,1,5,4,0
208,2023-02-03,2023,2,1,5,5,0
209,2023-02-04,2023,2,1,5,6,1
210,2023-02-05,2023,2,1,5,7,1
211,2023-02-06,2023,2,1,6,1,0
212,2023-02-07,2023,2,1,6,2,0
213,2023-02-08,2023,2,1,6,3,0
214,2023-02-09,2023,2,1,6,4,0
215,2023-02-10,2023,2,1,6,5,0
216,2023-02-11,2023,2,1,6,6,1
217,2023-02-12,2023,2,1,6,7,1
218,2023-02-13,2023,2,1,7,1,0
219,2023-02-14,2023,2,1,7,2,0
220,2023-02-15,2023,2,1,7,3,0
221,2023-02-16,2023,2,1,7,4,0
222,2023-02-17,2023,2,1,7,5,0
223,2023-02-18,2023,2,1,7,6,1
224,2023-02-19,2023,2,1,7,7,1
225,2023-02-20,2023,2,1,8,1,0
226,2023-02-21,2023,2,1,8,2,0
227,2023-02-22,2023,2,1,8,3,0
228,2023-02-23,2023,2,1,8,4,0
229,2023-02-24,2023,2,1,8,5,0
230,2023-02-25,2023,2,1,8,6,1
231,2023-02-26,2023,2,1,8,7,1
232,2023-02-27,2023,2,1,9,1,0
233,2023-02-28,2023,2,1,9,2,0
234,2023-03-01,2023,3,1,9,3,0
235,2023-03-02,2023,3,1,9,4,0
236,2023-03-03,2023,3,1,9,5,0
237,2023-03-04,2023,3,1,9,6,1
238,2023-03-05,2023,3,1,9,7,1
239,2023-03-06,2023,3,1,10,1,0
240,2023-03-07,2023,3,1,10,2,0
241,2023-03-08,2023,3,1,10,3,0
242,2023-03-09,2023,3,1,10,4,0
243,2023-03-10,2023,3,1,10,5,0
244,2023-03-11,2023,3,1,10,6,1
245,2023-03-12,2023,3,1,10,7,1
246,2023-03-13,2023,3,1,11,1,0
247,2023-03-14,2023,3,1,11,2,0
248,2023-03-15,2023,3,1,11,3,0
249,2023-03-16,2023,3,1,11,4,0
250,2023-03-17,2023,3,1,11,5,0
251,2023-03-18,2023,3,1,11,6,1
252,2023-03-19,2023,3,1,11,7,1
253,2023-03-20,2023,3,1,12,1,0
254,2023-03-21,2023,3,1,12,2,0
255,2023-03-22,2023,3,1,12,3,0
256,2023-03-23,2023,3,1,12,4,0
257,2023-03-24,2023,3,1,12,5,0
258,2023-03-25,2023,3,1,12,6,1
259,2023-03-26,2023,3,1,12,7,1
260,2023-03-27,2023,3,1,13,1,0
261,2023-03-28,2023,3,1,13,2,0
262,2023-03-29,2023,3,1,13,3,0
263,2023-03-30,2023,3,1,13,4,0
264,2023-03-31,2023,3,1,13,5,0
265,2023-04-01,2023,4,2,13,6,1
266,2023-04-02,2023,4,2,13,7,1
267,2023-04-03,2023,4,2,14,1,0
268,2023-04-04,2023,4,2,14,2,0
269,2023-04-05,2023,4,2,14,3,0
270,2023-04-06,2023,4,2,14,4,0
271,2023-04-07,2023,4,2,14,5,0
272,2023-04-08,2023,4,2,14,6,1
273,2023-04-09,2023,4,2,14,7,1
274,2023-04-10,2023,4,2,15,1,0
275,2023-04-11,2023,4,2,15,2,0
276,2023-04-12,2023,4,2,15,3,0
277,2023-04-13,2023,4,2,15,4,0
278,2023-04-14,2023,4,2,15,5,0
279,2023-04-15,2023,4,2,15,6,1
280,2023-04-16,2023,4,2,15,7,1
281,2023-04-17,2023,4,2,16,1,0
282,2023-04-18,2023,4,2,16,2,0
283,2023-04-19,2023,4,2,16,3,0
284,2023-04-20,2023,4,2,16,4,0
285,2023-04-21,2023,4,2,16,5,0
286,2023-04-22,2023,4,2,16,6,1
287,2023-04-23,2023,4,2,16,7,1
288,2023-04-24,2023,4,2,17,1,0
289,2023-04-25,2023,4,2,17,2,0
290,2023-04-26,2023,4,2,17,3,0
291,2023-04-27,2023,4,2,17,4,0
292,2023-04-28,2023,4,2,17,5,0
293,2023-04-29,2023,4,2,17,6,1
294,2023-04-30,2023,4,2,17,7,1
295,2023-05-01,2023,5,2,18,1,0
296,2023-05-02,2023,5,2,18,2,0
297,2023-05-03,2023,5,2,18,3,0
298,2023-05-04,2023,5,2,18,4,0
299,2023-05-05,2023,5,2,18,5,0
300,2023-05-06,2023,5,2,18,6,1
301,2023-05-07,2023,5,2,18,7,1
302,2023-05-08,2023,5,2,19,1,0
303,2023-05-09,2023,5,2,19,2,0
304,2023-05-10,2023,5,2,19,3,0
305,2023-05-11,2023,5,2,19,4,0
306,2023-05-12,2023,5,2,19,5,0
307,2023-05-13,2023,5,2,19,6,1
308,2023-05-14,2023,5,2,19,7,1
309,2023-05-15,2023,5,2,20,1,0
310,2023-05-16,2023,5,2,20,2,0
311,2023-05-17,2023,5,2,20,3,0
312,2023-05-18,2023,5,2,20,4,0
313,2023-05-19,2023,5,2,20,5,0
314,2023-05-20,2023,5,2,20,6,1
315,2023-05-21,2023,5,2,20,7,1
316,2023-05-22,2023,5,2,21,1,0
317,2023-05-23,2023,5,2,21,2,0
318,2023-05-24,2023,5,2,21,3,0
319,2023-05-25,2023,5,2,21,4,0
320,2023-05-26,2023,5,2,21,5,0
321,2023-05-27,2023,5,2,21,6,1
322,2023-05-28,2023,5,2,21,7,1
323,2023-05-29,2023,5,2,22,1,0
324,2023-05-30,2023,5,2,22,2,0
325,2023-05-31,2023,5,2,22,3,0
326,2023-06-01,2023,6,2,22,4,0
327,2023-06-02,2023,6,2,22,5,0
328,2023-06-03,2023,6,2,22,6,1
329,2023-06-04,2023,6,2,22,7,1
330,2023-06-05,2023,6,2,23,1,0
331,2023-06-06,2023,6,2,23,2,0
332,2023-06-07,2023,6,2,23,3,0
333,2023-06-08,2023,6,2,23,4,0
334,2023-06-09,2023,6,2,23,5,0
335,2023-06-10,2023,6,2,23,6,1
336,2023-06-11,2023,6,2,23,7,1
337,2023-06-12,2023,6,2,24,1,0
338,2023-06-13,2023,6,2,24,2,0
339,2023-06-14,2023,6,2,24,3,0
340,2023-06-15,2023,6,2,24,4,0
341,2023-06-16,2023,6,2,24,5,0
342,2023-06-17,2023,6,2,24,6,1
343,2023-06-18,2023,6,2,24,7,1
344,2023-06-19,2023,6,2,25,1,0
345,2023-06-20,2023,6,2,25,2,0
346,2023-06-21,2023,6,2,25,3,0
347,2023-06-22,2023,6,2,25,4,0
348,2023-06-23,2023,6,2,25,5,0
349,2023-06-24,2023,6,2,25,6,1
350,2023-06-25,2023,6,2,25,7,1
351,2023-06-26,2023,6,2,26,1,0
352,2023-06-27,2023,6,2,26,2,0
353,2023-06-28,2023,6,2,26,3,0
354,2023-06-29,2023,6,2,26,4,0
355,2023-06-30,2023,6,2,26,5,0
356,2023-07-01,2023,7,3,26,6,1
357,2023-07-02,2023,7,3,26,7,1
358,2023-07-03,2023,7,3,27,1,0
359,2023-07-04,2023,7,3,27,2,0
360,2023-07-05,2023,7,3,27,3,0
361,2023-07-06,2023,7,3,27,4,0
362,2023-07-07,2023,7,3,27,5,0
363,2023-07-08,2023,7,3,27,6,1
364,2023-07-09,2023,7,3,27,7,1
365,2023-07-10,2023,7,3,28,1,0
366,2023-07-11,2023,7,3,28,2,0
367,2023-07-12,2023,7,3,28,3,0
368,2023-07-13,2023,7,3,28,4,0
369,2023-07-14,2023,7,3,28,5,0
370,2023-07-15,2023,7,3,28,6,1
371,2023-07-16,2023,7,3,28,7,1
372,2023-07-17,2023,7,3,29,1,0
373,2023-07-18,2023,7,3,29,2,0
374,2023-07-19,2023,7,3,29,3,0
375,2023-07-20,2023,7,3,29,4,0
376,2023-07-21,2023,7,3,29,5,0
377,2023-07-22,2023,7,3,29,6,1
378,2023-07-23,2023,7,3,29,7,1
379,2023-07-24,2023,7,3,30,1,0
380,2023-07-25,2023,7,3,30,2,0
381,2023-07-26,2023,7,3,30,3,0
382,2023-07-27,2023,7,3,30,4,0
383,2023-07-28,2023,7,3,30,5,0
384,2023-07-29,2023,7,3,30,6,1
385,2023-07-30,2023,7,3,30,7,1
386,2023-07-31,2023,7,3,31,1,0
387,2023-08-01,2023,8,3,31,2,0
388,2023-08-02,2023,8,3,31,3,0
389,2023-08-03,2023,8,3,31,4,0
390,2023-08-04,2023,8,3,31,5,0
391,2023-08-05,2023,8,3,31,6,1
392,2023-08-06,2023,8,3,31,7,1
393,2023-08-07,2023,8,3,32,1,0
394,2023-08-08,2023,8,3,32,2,0
395,2023-08-09,2023,8,3,32,3,0
396,2023-08-10,2023,8,3,32,4,0
397,2023-08-11,2023,8,3,32,5,0
398,2023-08-12,2023,8,3,32,6,1
399,2023-08-13,2023,8,3,32,7,1
400,2023-08-14,2023,8,3,33,1,0
401,2023-08-15,2023,8,3,33,2,0
402,2023-08-16,2023,8,3,33,3,0
403,2023-08-17,2023,8,3,33,4,0
404,2023-08-18,2023,8,3,33,5,0
405,2023-08-19,2023,8,3,33,6,1
406,2023-08-20,2023,8,3,33,7,1
407,2023-08-21,2023,8,3,34,1,0
408,2023-08-22,2023,8,3,34,2,0
409,2023-08-23,2023,8,3,34,3,0
410,2023-08-24,2023,8,3,34,4,0
411,2023-08-25,2023,8,3,34,5,0
412,2023-08-26,2023,8,3,34,6,1
413,2023-08-27,2023,8,3,34,7,1
414,2023-08-28,2023,8,3,35,1,0
415,2023-08-29,2023,8,3,35,2,0
416,2023-08-30,2023,8,3,35,3,0
417,2023-08-31,2023,8,3,35,4,0
418,2023-09-01,2023,9,3,35,5,0
419,2023-09-02,2023,9,3,35,6,1
420,2023-09-03,2023,9,3,35,7,1
421,2023-09-04,2023,9,3,36,1,0
422,2023-09-05,2023,9,3,36,2,0
423,2023-09-06,2023,9,3,36,3,0
424,2023-09-07,2023,9,3,36,4,0
425,2023-09-08,2023,9,3,36,5,0
426,2023-09-09,2023,9,3,36,6,1
427,2023-09-10,2023,9,3,36,7,1
428,2023-09-11,2023,9,3,37,1,0
429,2023-09-12,2023,9,3,37,2,0
430,2023-09-13,2023,9,3,37,3,0
431,2023-09-14,2023,9,3,37,4,0
432,2023-09-15,2023,9,3,37,5,0
433,2023-09-16,2023,9,3,37,6,1
434,2023-09-17,2023,9,3,37,7,1
435,2023-09-18,2023,9,3,38,1,0
436,2023-09-19,2023,9,3,38,2,0
437,2023-09-20,2023,9,3,38,3,0
438,2023-09-21,2023,9,3,38,4,0
439,2023-09-22,2023,9,3,38,5,0
440,2023-09-23,2023,9,3,38,6,1
441,2023-09-24,2023,9,3,38,7,1
442,2023-09-25,2023,9,3,39,1,0
443,2023-09-26,2023,9,3,39,2,0
444,2023-09-27,2023,9,3,39,3,0
445,2023-09-28,2023,9,3,39,4,0
446,2023-09-29,2023,9,3,39,5,0
447,2023-09-30,2023,9,3,39,6,1
448,2023-10-01,2023,10,4,39,7,1
449,2023-10-02,2023,10,4,40,1,0
450,2023-10-03,2023,10,4,40,2,0
451,2023-10-04,2023,10,4,40,3,0
452,2023-10-05,2023,10,4,40,4,0
453,2023-10-06,2023,10,4,40,5,0
454,2023-10-07,2023,10,4,40,6,1
455,2023-10-08,2023,10,4,40,7,1
456,2023-10-09,2023,10,4,41,1,0
457,2023-10-10,2023,10,4,41,2,0
458,2023-10-11,2023,10,4,41,3,0
459,2023-10-12,2023,10,4,41,4,0
460,2023-10-13,2023,10,4,41,5,0
461,2023-10-14,2023,10,4,41,6,1
462,2023-10-15,2023,10,4,41,7,1
463,2023-10-16,2023,10,4,42,1,0
464,2023-10-17,2023,10,4,42,2,0
465,2023-10-18,2023,10,4,42,3,0
466,2023-10-19,2023,10,4,42,4,0
467,2023-10-20,2023,10,4,42,5,0
468,2023-10-21,2023,10,4,42,6,1
469,2023-10-22,2023,10,4,42,7,1
470,2023-10-23,2023,10,4,43,1,0
471,2023-10-24,2023,10,4,43,2,0
472,2023-10-25,2023,10,4,43,3,0
473,2023-10-26,2023,10,4,43,4,0
474,2023-10-27,2023,10,4,43,5,0
475,2023-10-28,2023,10,4,43,6,1
476,2023-10-29,2023,10,4,43,7,1
477,2023-10-30,2023,10,4,44,1,0
478,2023-10-31,2023,10,4,44,2,0
479,2023-11-01,2023,11,4,44,3,0
480,2023-11-02,2023,11,4,44,4,0
481,2023-11-03,2023,11,4,44,5,0
482,2023-11-04,2023,11,4,44,6,1
483,2023-11-05,2023,11,4,44,7,1
484,2023-11-06,2023,11,4,45,1,0
485,2023-11-07,2023,11,4,45,2,0
486,2023-11-08,2023,11,4,45,3,0
487,2023-11-09,2023,11,4,45,4,0
488,2023-11-10,2023,11,4,45,5,0
489,2023-11-11,2023,11,4,45,6,1
490,2023-11-12,2023,11,4,45,7,1
491,2023-11-13,2023,11,4,46,1,0
492,2023-11-14,2023,11,4,46,2,0
493,2023-11-15,2023,11,4,46,3,0
494,2023-11-16,2023,11,4,46,4,0
495,2023-11-17,2023,11,4,46,5,0
496,2023-11-18,2023,11,4,46,6,1
497,2023-11-19,2023,11,4,46,7,1
498,2023-11-20,2023,11,4,47,1,0
499,2023-11-21,2023,11,4,47,2,0
500,2023-11-22,2023,11,4,47,3,0
501,2023-11-23,2023,11,4,47,4,0
502,2023-11-24,2023,11,4,47,5,0
503,2023-11-25,2023,11,4,47,6,1
504,2023-11-26,2023,11,4,47,7,1
505,2023-11-27,2023,11,4,48,1,0
506,2023-11-28,2023,11,4,48,2,0
507,2023-11-29,2023,11,4,48,3,0
508,2023-11-30,2023,11,4,48,4,0
509,2023-12-01,2023,12,4,48,5,0
510,2023-12-02,2023,12,4,48,6,1
511,2023-12-03,2023,12,4,48,7,1
512,2023-12-04,2023,12,4,49,1,0
513,2023-12-05,2023,12,4,49,2,0
514,2023-12-06,2023,12,4,49,3,0
515,2023-12-07,2023,12,4,49,4,0
516,2023-12-08,2023,12,4,49,5,0
517,2023-12-09,2023,12,4,49,6,1
518,2023-12-10,2023,12,4,49,7,1
519,2023-12-11,2023,12,4,50,1,0
520,2023-12-12,2023,12,4,50,2,0
521,2023-12-13,2023,12,4,50,3,0
522,2023-12-14,2023,12,4,50,4,0
523,2023-12-15,2023,12,4,50,5,0
524,2023-12-16,2023,12,4,50,6,1
525,2023-12-17,2023,12,4,50,7,1
526,2023-12-18,2023,12,4,51,1,0
527,2023-12-19,2023,12,4,51,2,0
528,2023-12-20,2023,12,4,51,3,0
